resume_id,filename,category,model_a,model_b,rbo,jaccard_at_10,overlap_at_10
AGRICULTURE/16849128.pdf,16849128.pdf,AGRICULTURE,ColBERT,Hybrid (RRF),0.58,0.5385,7
AGRICULTURE/16849128.pdf,16849128.pdf,AGRICULTURE,CrossEncoder,Hybrid (RRF),0.4977,0.8182,9
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ConFit v2,ColBERT,0.5908,0.4286,6
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ConFit v2,CrossEncoder,0.4152,0.25,4
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ConFit v2,Hybrid (RRF),0.6752,0.5385,7
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ColBERT,CrossEncoder,0.4716,0.4286,6
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ColBERT,Hybrid (RRF),0.7758,0.8182,9
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,CrossEncoder,Hybrid (RRF),0.5367,0.4286,6
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ConFit v2,ColBERT,0.3938,0.3333,5
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ConFit v2,CrossEncoder,0.4546,0.3333,5
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ConFit v2,Hybrid (RRF),0.4807,0.5385,7
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ColBERT,CrossEncoder,0.4689,0.3333,5
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ColBERT,Hybrid (RRF),0.6741,0.5385,7
APPAREL/13418452.pdf,13418452.pdf,APPAREL,CrossEncoder,Hybrid (RRF),0.5566,0.5385,7
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ConFit v2,ColBERT,0.39,0.3333,5
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ConFit v2,CrossEncoder,0.4312,0.3333,5
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ConFit v2,Hybrid (RRF),0.6019,0.6667,8
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ColBERT,CrossEncoder,0.8466,1.0,10
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ColBERT,Hybrid (RRF),0.6461,0.5385,7
APPAREL/56151548.pdf,56151548.pdf,APPAREL,CrossEncoder,Hybrid (RRF),0.6583,0.5385,7
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ConFit v2,ColBERT,0.3783,0.25,4
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ConFit v2,CrossEncoder,0.0511,0.0,0
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ConFit v2,Hybrid (RRF),0.3167,0.3333,5
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ColBERT,CrossEncoder,0.2109,0.25,4
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ColBERT,Hybrid (RRF),0.422,0.6667,8
APPAREL/91026230.pdf,91026230.pdf,APPAREL,CrossEncoder,Hybrid (RRF),0.3553,0.3333,5
ARTS/14248724.pdf,14248724.pdf,ARTS,ConFit v2,ColBERT,0.5917,0.3333,5
ARTS/14248724.pdf,14248724.pdf,ARTS,ConFit v2,CrossEncoder,0.4687,0.25,4
ARTS/14248724.pdf,14248724.pdf,ARTS,ConFit v2,Hybrid (RRF),0.6368,0.5385,7
ARTS/14248724.pdf,14248724.pdf,ARTS,ColBERT,CrossEncoder,0.606,0.5385,7
ARTS/14248724.pdf,14248724.pdf,ARTS,ColBERT,Hybrid (RRF),0.7519,0.5385,7
ARTS/14248724.pdf,14248724.pdf,ARTS,CrossEncoder,Hybrid (RRF),0.6757,0.5385,7
ARTS/32794700.pdf,32794700.pdf,ARTS,ConFit v2,ColBERT,0.3631,0.4286,6
ARTS/32794700.pdf,32794700.pdf,ARTS,ConFit v2,CrossEncoder,0.2295,0.3333,5
ARTS/32794700.pdf,32794700.pdf,ARTS,ConFit v2,Hybrid (RRF),0.473,0.5385,7
ARTS/32794700.pdf,32794700.pdf,ARTS,ColBERT,CrossEncoder,0.3181,0.5385,7
ARTS/32794700.pdf,32794700.pdf,ARTS,ColBERT,Hybrid (RRF),0.6462,0.6667,8
ARTS/32794700.pdf,32794700.pdf,ARTS,CrossEncoder,Hybrid (RRF),0.3708,0.6667,8
ARTS/36758947.pdf,36758947.pdf,ARTS,ConFit v2,ColBERT,0.4571,0.25,4
ARTS/36758947.pdf,36758947.pdf,ARTS,ConFit v2,CrossEncoder,0.3033,0.25,4
ARTS/36758947.pdf,36758947.pdf,ARTS,ConFit v2,Hybrid (RRF),0.5211,0.25,4
ARTS/36758947.pdf,36758947.pdf,ARTS,ColBERT,CrossEncoder,0.4827,0.4286,6
ARTS/36758947.pdf,36758947.pdf,ARTS,ColBERT,Hybrid (RRF),0.7794,0.8182,9
ARTS/36758947.pdf,36758947.pdf,ARTS,CrossEncoder,Hybrid (RRF),0.5083,0.4286,6
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ConFit v2,ColBERT,0.2886,0.3333,5
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ConFit v2,CrossEncoder,0.0775,0.0526,1
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ConFit v2,Hybrid (RRF),0.3941,0.4286,6
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ColBERT,CrossEncoder,0.0736,0.0526,1
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ColBERT,Hybrid (RRF),0.6912,0.6667,8
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,CrossEncoder,Hybrid (RRF),0.2116,0.1765,3
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ConFit v2,ColBERT,0.0811,0.0526,1
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ConFit v2,CrossEncoder,0.2133,0.3333,5
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ConFit v2,Hybrid (RRF),0.3066,0.3333,5
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ColBERT,CrossEncoder,0.1673,0.1765,3
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ColBERT,Hybrid (RRF),0.5072,0.3333,5
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,CrossEncoder,Hybrid (RRF),0.4167,0.6667,8
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ConFit v2,ColBERT,0.3271,0.25,4
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ConFit v2,CrossEncoder,0.2928,0.1765,3
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ConFit v2,Hybrid (RRF),0.4083,0.3333,5
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ColBERT,CrossEncoder,0.6718,0.3333,5
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ColBERT,Hybrid (RRF),0.7688,0.6667,8
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,CrossEncoder,Hybrid (RRF),0.7354,0.4286,6
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ConFit v2,ColBERT,0.1289,0.1765,3
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ConFit v2,CrossEncoder,0.1987,0.1765,3
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ConFit v2,Hybrid (RRF),0.37,0.5385,7
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ColBERT,CrossEncoder,0.0754,0.0526,1
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ColBERT,Hybrid (RRF),0.3258,0.25,4
AVIATION/11959428.pdf,11959428.pdf,AVIATION,CrossEncoder,Hybrid (RRF),0.2922,0.4286,6
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ConFit v2,ColBERT,0.4589,0.25,4
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ConFit v2,CrossEncoder,0.1211,0.1111,2
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ConFit v2,Hybrid (RRF),0.5246,0.3333,5
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ColBERT,CrossEncoder,0.2203,0.25,4
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ColBERT,Hybrid (RRF),0.6802,0.6667,8
AVIATION/16279537.pdf,16279537.pdf,AVIATION,CrossEncoder,Hybrid (RRF),0.297,0.3333,5
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ConFit v2,ColBERT,0.5568,0.25,4
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ConFit v2,CrossEncoder,0.4044,0.25,4
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ConFit v2,Hybrid (RRF),0.6007,0.3333,5
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ColBERT,CrossEncoder,0.6574,0.8182,9
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ColBERT,Hybrid (RRF),0.7171,0.6667,8
AVIATION/16833515.pdf,16833515.pdf,AVIATION,CrossEncoder,Hybrid (RRF),0.5888,0.6667,8
BANKING/11262933.pdf,11262933.pdf,BANKING,ConFit v2,ColBERT,0.4447,0.6667,8
BANKING/11262933.pdf,11262933.pdf,BANKING,ConFit v2,CrossEncoder,0.0668,0.0526,1
BANKING/11262933.pdf,11262933.pdf,BANKING,ConFit v2,Hybrid (RRF),0.451,0.6667,8
BANKING/11262933.pdf,11262933.pdf,BANKING,ColBERT,CrossEncoder,0.0911,0.1111,2
BANKING/11262933.pdf,11262933.pdf,BANKING,ColBERT,Hybrid (RRF),0.6857,0.8182,9
BANKING/11262933.pdf,11262933.pdf,BANKING,CrossEncoder,Hybrid (RRF),0.1602,0.1765,3
BANKING/28989677.pdf,28989677.pdf,BANKING,ConFit v2,ColBERT,0.1812,0.25,4
BANKING/28989677.pdf,28989677.pdf,BANKING,ConFit v2,CrossEncoder,0.1784,0.25,4
BANKING/28989677.pdf,28989677.pdf,BANKING,ConFit v2,Hybrid (RRF),0.546,0.3333,5
BANKING/28989677.pdf,28989677.pdf,BANKING,ColBERT,CrossEncoder,0.712,0.5385,7
BANKING/28989677.pdf,28989677.pdf,BANKING,ColBERT,Hybrid (RRF),0.4617,0.8182,9
BANKING/28989677.pdf,28989677.pdf,BANKING,CrossEncoder,Hybrid (RRF),0.4146,0.6667,8
BANKING/33872500.pdf,33872500.pdf,BANKING,ConFit v2,ColBERT,0.3597,0.1111,2
BANKING/33872500.pdf,33872500.pdf,BANKING,ConFit v2,CrossEncoder,0.0721,0.0526,1
BANKING/33872500.pdf,33872500.pdf,BANKING,ConFit v2,Hybrid (RRF),0.4967,0.25,4
BANKING/33872500.pdf,33872500.pdf,BANKING,ColBERT,CrossEncoder,0.1465,0.1111,2
BANKING/33872500.pdf,33872500.pdf,BANKING,ColBERT,Hybrid (RRF),0.6487,0.6667,8
BANKING/33872500.pdf,33872500.pdf,BANKING,CrossEncoder,Hybrid (RRF),0.218,0.1111,2
BPO/19362586.pdf,19362586.pdf,BPO,ConFit v2,ColBERT,0.312,0.25,4
BPO/19362586.pdf,19362586.pdf,BPO,ConFit v2,CrossEncoder,0.2529,0.1111,2
BPO/19362586.pdf,19362586.pdf,BPO,ConFit v2,Hybrid (RRF),0.5552,0.5385,7
BPO/19362586.pdf,19362586.pdf,BPO,ColBERT,CrossEncoder,0.1718,0.1765,3
BPO/19362586.pdf,19362586.pdf,BPO,ColBERT,Hybrid (RRF),0.4505,0.4286,6
BPO/19362586.pdf,19362586.pdf,BPO,CrossEncoder,Hybrid (RRF),0.5308,0.3333,5
BPO/63158213.pdf,63158213.pdf,BPO,ConFit v2,ColBERT,0.5705,0.5385,7
BPO/63158213.pdf,63158213.pdf,BPO,ConFit v2,CrossEncoder,0.2686,0.4286,6
BPO/63158213.pdf,63158213.pdf,BPO,ConFit v2,Hybrid (RRF),0.6511,0.5385,7
BPO/63158213.pdf,63158213.pdf,BPO,ColBERT,CrossEncoder,0.2988,0.4286,6
BPO/63158213.pdf,63158213.pdf,BPO,ColBERT,Hybrid (RRF),0.7114,0.8182,9
BPO/63158213.pdf,63158213.pdf,BPO,CrossEncoder,Hybrid (RRF),0.3496,0.5385,7
BPO/89512321.pdf,89512321.pdf,BPO,ConFit v2,ColBERT,0.6138,0.6667,8
BPO/89512321.pdf,89512321.pdf,BPO,ConFit v2,CrossEncoder,0.0,0.0,0
BPO/89512321.pdf,89512321.pdf,BPO,ConFit v2,Hybrid (RRF),0.7407,0.8182,9
BPO/89512321.pdf,89512321.pdf,BPO,ColBERT,CrossEncoder,0.0354,0.0526,1
BPO/89512321.pdf,89512321.pdf,BPO,ColBERT,Hybrid (RRF),0.7013,0.8182,9
BPO/89512321.pdf,89512321.pdf,BPO,CrossEncoder,Hybrid (RRF),0.0542,0.0526,1
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ConFit v2,ColBERT,0.6161,0.4286,6
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ConFit v2,CrossEncoder,0.167,0.25,4
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ConFit v2,Hybrid (RRF),0.4387,0.5385,7
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ColBERT,CrossEncoder,0.1326,0.1765,3
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ColBERT,Hybrid (RRF),0.4263,0.5385,7
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,CrossEncoder,Hybrid (RRF),0.3122,0.3333,5
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ConFit v2,ColBERT,0.3986,0.3333,5
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ConFit v2,CrossEncoder,0.0814,0.1111,2
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ConFit v2,Hybrid (RRF),0.6447,0.6667,8
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ColBERT,CrossEncoder,0.0733,0.1111,2
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ColBERT,Hybrid (RRF),0.5109,0.5385,7
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,CrossEncoder,Hybrid (RRF),0.1353,0.1765,3
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ConFit v2,ColBERT,0.3309,0.25,4
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ConFit v2,CrossEncoder,0.1651,0.1765,3
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ConFit v2,Hybrid (RRF),0.4567,0.3333,5
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ColBERT,CrossEncoder,0.3362,0.4286,6
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ColBERT,Hybrid (RRF),0.5348,0.6667,8
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,CrossEncoder,Hybrid (RRF),0.3662,0.5385,7
CHEF/16924102.pdf,16924102.pdf,CHEF,ConFit v2,ColBERT,0.5459,0.6667,8
CHEF/16924102.pdf,16924102.pdf,CHEF,ConFit v2,CrossEncoder,0.2422,0.3333,5
CHEF/16924102.pdf,16924102.pdf,CHEF,ConFit v2,Hybrid (RRF),0.6381,0.6667,8
CHEF/16924102.pdf,16924102.pdf,CHEF,ColBERT,CrossEncoder,0.379,0.4286,6
CHEF/16924102.pdf,16924102.pdf,CHEF,ColBERT,Hybrid (RRF),0.7756,0.8182,9
CHEF/16924102.pdf,16924102.pdf,CHEF,CrossEncoder,Hybrid (RRF),0.3993,0.5385,7
CHEF/24221960.pdf,24221960.pdf,CHEF,ConFit v2,ColBERT,0.3608,0.25,4
CHEF/24221960.pdf,24221960.pdf,CHEF,ConFit v2,CrossEncoder,0.2611,0.1765,3
CHEF/24221960.pdf,24221960.pdf,CHEF,ConFit v2,Hybrid (RRF),0.4519,0.4286,6
CHEF/24221960.pdf,24221960.pdf,CHEF,ColBERT,CrossEncoder,0.1836,0.25,4
CHEF/24221960.pdf,24221960.pdf,CHEF,ColBERT,Hybrid (RRF),0.4605,0.4286,6
CHEF/24221960.pdf,24221960.pdf,CHEF,CrossEncoder,Hybrid (RRF),0.5654,0.4286,6
CHEF/28424982.pdf,28424982.pdf,CHEF,ConFit v2,ColBERT,0.3797,0.1765,3
CHEF/28424982.pdf,28424982.pdf,CHEF,ConFit v2,CrossEncoder,0.2429,0.1111,2
CHEF/28424982.pdf,28424982.pdf,CHEF,ConFit v2,Hybrid (RRF),0.4947,0.3333,5
CHEF/28424982.pdf,28424982.pdf,CHEF,ColBERT,CrossEncoder,0.6468,0.8182,9
CHEF/28424982.pdf,28424982.pdf,CHEF,ColBERT,Hybrid (RRF),0.6664,0.6667,8
CHEF/28424982.pdf,28424982.pdf,CHEF,CrossEncoder,Hybrid (RRF),0.5094,0.5385,7
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ConFit v2,ColBERT,0.476,0.3333,5
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ConFit v2,CrossEncoder,0.3244,0.1765,3
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ConFit v2,Hybrid (RRF),0.5748,0.4286,6
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ColBERT,CrossEncoder,0.4519,0.3333,5
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ColBERT,Hybrid (RRF),0.633,0.5385,7
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,CrossEncoder,Hybrid (RRF),0.5349,0.5385,7
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ConFit v2,ColBERT,0.2864,0.1765,3
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ConFit v2,CrossEncoder,0.3264,0.25,4
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ConFit v2,Hybrid (RRF),0.4228,0.3333,5
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ColBERT,CrossEncoder,0.6368,0.4286,6
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ColBERT,Hybrid (RRF),0.5124,0.6667,8
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,CrossEncoder,Hybrid (RRF),0.5175,0.6667,8
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ConFit v2,ColBERT,0.4749,0.5385,7
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ConFit v2,CrossEncoder,0.1056,0.0526,1
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ConFit v2,Hybrid (RRF),0.3341,0.4286,6
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ColBERT,CrossEncoder,0.2375,0.1765,3
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ColBERT,Hybrid (RRF),0.4789,0.6667,8
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,CrossEncoder,Hybrid (RRF),0.2898,0.3333,5
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ConFit v2,ColBERT,0.4632,0.3333,5
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ConFit v2,CrossEncoder,0.3514,0.25,4
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ConFit v2,Hybrid (RRF),0.5046,0.4286,6
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ColBERT,CrossEncoder,0.5311,0.5385,7
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ColBERT,Hybrid (RRF),0.7074,0.8182,9
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,CrossEncoder,Hybrid (RRF),0.51,0.5385,7
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ConFit v2,ColBERT,0.3335,0.25,4
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ConFit v2,CrossEncoder,0.2337,0.25,4
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ConFit v2,Hybrid (RRF),0.4866,0.5385,7
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ColBERT,CrossEncoder,0.3027,0.25,4
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ColBERT,Hybrid (RRF),0.6781,0.5385,7
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,CrossEncoder,Hybrid (RRF),0.4314,0.4286,6
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ConFit v2,ColBERT,0.1432,0.1111,2
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ConFit v2,CrossEncoder,0.1644,0.1765,3
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ConFit v2,Hybrid (RRF),0.361,0.3333,5
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ColBERT,CrossEncoder,0.3068,0.25,4
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ColBERT,Hybrid (RRF),0.3578,0.4286,6
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,CrossEncoder,Hybrid (RRF),0.3733,0.4286,6
DESIGNER/15425154.pdf,15425154.pdf,DESIGNER,ConFit v2,ColBERT,0.373,0.25,4
